"Name","Runtime","perception_loss","predict_only","use_prior","prune","N","nrm_loss","percept_loss","train_accuracy","test_accuracy","test_accuracy_prior","test_digit_accuracy","test_explain_accuracy","test_time","train_accuracy_prior","train_digit_accuracy","train_explain_accuracy","epoch_time"
"super-sweep-28","11637","log-q","false","","false","15","586.0831553141276","2.645661969979604","0.7760416666666666","0.6440018330301557","0.8051739931106567","0.9925137843404498","0.9546474786031812","12.825403451919556","0.9739583333333334","0.9987847357988358","0.960590327779452","103.1558530330658"
"usual-sweep-26","11751","log-q","false","","false","15","59.67033894856771","3.196460962295532","0.7552083333333334","0.620192309220632","0.7875457888557797","0.9910104274749756","0.9828297183627174","13.018243312835692","0.9635416666666666","0.9987847407658896","0.9911458790302276","104.90945076942444"
"jolly-sweep-4","7375","log-q","true","","false","15","20.28706232706706","2.659997304280599","0.6770833333333334","0.5414377294835591","0.8044871801421756","0.9921932702972776","0","7.976001262664795","0.953125","0.9982639054457346","0","65.23266315460205"
"quiet-sweep-3","11700","log-q","","","false","15","58.391279538472496","3.290339767932892","0.7395833333333334","0.5883699641341255","0.7147435900710878","0.9886828859647117","0.9817460832141696","12.853813409805298","0.9375","0.9975694666306176","0.9901042183240256","103.98789167404176"
"distinctive-sweep-3","12995","log-q","","","true","15","56.548285484313965","3.267400801181793","0.7760416666666666","0.5794413927055541","0.7719780235063463","0.9906135939416432","0.9821886959530058","13.68010115623474","0.9583333333333334","0.9982639054457346","0.990451435248057","116.42574644088744"
"twilight-sweep-9","7207","log-q","true","false","false","15","35.008589108784996","35.05388259887695","0","0","0","0.08910256837095533","0","7.775403499603272","0","0.09201389364898203","0","63.06304621696472"
"giddy-sweep-6","7170","log-q","true","false","false","15","21.307326475779217","20.586082617441814","0","0","0","0.5862103501955668","0","7.821680545806885","0","0.5888889282941818","0","63.67095446586609"
"absurd-sweep-2","11737","log-q","","","false","15","59.521891276041664","3.206771671772003","0.7395833333333334","0.628434066261564","0.7733516494433085","0.990934113661448","0.9840736133711678","12.82379698753357","0.9583333333333334","0.9984375139077504","0.9899306098620096","103.00277757644652"
"floral-sweep-2","12488","log-q","","","true","15","56.69817670186361","3.2819574077924094","0.6770833333333334","0.6336996342454638","0.7786172174272084","0.991308039142972","0.9832570666358584","13.105263471603394","0.96875","0.9982639104127884","0.985763947168986","110.41854119300842"
"fancy-sweep-3","7139","log-q","true","","false","15","20.257731755574543","2.614337603251139","0.75","0.5206043961502257","0.7413003671736944","0.9884768440609888","0","7.762367963790893","0.9635416666666666","0.9984375139077504","0","63.31085181236267"
"sleek-sweep-10","7989","log-q","true","false","false","15","28.375082969665527","27.3734933535258","0","0","0","0.4428342722711109","0","9.637067556381226","0","0.4210069701075554","0","67.35154032707214"
"sunny-sweep-5","11679","log-q","","","false","15","58.21246719360352","3.0951542456944785","0.7708333333333334","0.6016483519758496","0.7376373637290228","0.989743635767982","0.9825092128344944","12.80424976348877","0.96875","0.998437518874804","0.9909722755352656","103.15071201324464"
"smart-sweep-3","7300","log-q","true","false","false","15","28.49065812428792","26.554622809092205","0","0","0","0.7794795887810844","0","7.896050930023193","0","0.789583370089531","0","64.41626811027527"
"efficient-sweep-5","12547","log-q","false","","true","15","54.27956899007162","3.1797935962677","0.7916666666666666","0.6231684996968224","0.7614468875385466","0.990560185341608","0.9839209942590624","13.350940227508543","0.9427083333333334","0.9977430800596871","0.991840327779452","113.6724226474762"
"rosy-sweep-5","7192","log-q","true","","false","15","20.342429796854656","2.613042414188385","0.7708333333333334","0.5451007329282307","0.7770146528879801","0.9904609805061704","0","7.789394617080688","0.9427083333333334","0.9980902969837188","0","63.3644917011261"
"twilight-sweep-5","7218","log-q","true","","false","15","20.28719695409139","2.590293904145559","0.71875","0.5547161187444415","0.7316849827766418","0.989049196243286","0","7.77452278137207","0.9479166666666666","0.9980902969837188","0","63.46087837219238"
"whole-sweep-1","7794","log-q","true","false","false","15","35.0490140914917","35.04973761240641","0","0","0","0.1031288206577301","0","9.514050483703612","0","0.09826389389733474","0","66.01032257080078"
"chocolate-sweep-4","12867","log-q","","","false","15","55.54020118713379","2.972370425860087","0.828125","0.6103479862213135","0.7605311359677996","0.9902320419039043","0.9828449799900963","15.216552019119264","0.9739583333333334","0.9987847357988358","0.9934028287728628","114.64143371582033"
"revived-sweep-2","7243","log-q","true","","false","15","20.422953128814697","2.6662397583325705","0.796875","0.5414377294835591","0.7502289386022658","0.9896673247927712","0","7.882379531860352","0.9635416666666666","0.9984375139077504","0","64.21074795722961"
"gentle-sweep-7","12649","log-q","false","","true","15","52.55370044708252","2.8673240343729653","0.78125","0.5986721614996592","0.7815934079033988","0.9909112141245888","0.9819673839069548","13.257947444915771","0.9791666666666666","0.9986111174027124","0.9895833879709244","111.63278675079346"
"sleek-sweep-1","12319","log-q","","","false","15","55.573113759358726","2.99238540728887","0.8125","0.645375458967118","0.7925824182374137","0.9905830763635182","0.983966779141199","13.085608959197998","0.9791666666666666","0.9989583442608516","0.9925347715616226","105.54274606704712"
"blooming-sweep-3","7347","log-q","true","","false","15","20.33001534144084","2.6860496004422507","0.71875","0.559981685309183","0.7465659351575942","0.9894460184233528","0","7.897231817245483","0.9635416666666666","0.9979166835546494","0","64.5575315952301"
"sage-sweep-2","7174","log-q","true","false","false","15","35.0748504002889","35.07003116607666","0","0","0","0.11359890692290806","0","7.769854545593262","0","0.10659722859660783","0","63.41279435157776"
"soft-sweep-2","8004","log-q","true","","false","15","20.394081433614097","2.5165071884791055","0.734375","0.5176282056740352","0.7511446901730129","0.9892781320072356","0","9.130416870117188","0.9791666666666666","0.9989583442608516","0","71.3820412158966"
"balmy-sweep-1","8123","log-q","true","","false","15","20.439142386118572","2.668765425682068","0.6979166666666666","0.5464743602843511","0.7376373637290228","0.9891484067553564","0","9.52043318748474","0.9583333333333334","0.9979166835546494","0","71.22774386405945"
"pretty-sweep-30","11597","log-q","false","","false","15","591.5137074788412","2.7191152969996133","0.78125","0.5808150186425164","0.7376373637290228","0.989270499774388","0.9517247137569246","12.805121898651125","0.9739583333333334","0.998784730831782","0.9605903327465056","102.87964820861816"
"feasible-sweep-16","12503","log-q","false","","true","10","12.500371032290987","1.4458914200464883","0.9722222222222222","0.83984375","0.84765625","0.9916015677154064","0.9911132901906968","12.44858169555664","0.9895833333333334","0.9994791679912144","0.9982638888888888","112.557466506958"
"easy-sweep-26","7618","log-q","true","false","false","10","12.988903999328612","11.800302876366509","0.003472222222222222","0.001953125","0.001953125","0.690429700538516","0","7.81397819519043","0","0.6986111270056831","0","68.02853298187256"
