exact,0,1,0.02210211753845215,0.017708539962768555,0.01898956298828125,0.01791977882385254,0.01816272735595703,0.019064903259277344,0.018970012664794922,0.01799917221069336,0.033625125885009766,0.01796436309814453
exact,0,2,1.0798075199127197,1.0679519176483154,1.057866096496582,1.094296932220459,1.0632679462432861,1.0278501510620117,1.0428531169891357,1.0409729480743408,1.045588493347168,1.0427179336547852
exact,0,3,102.89609789848328,102.14252996444702,101.3536901473999,102.17643594741821,103.66436338424683,106.35895824432373,99.59667086601257,100.79723358154297,97.59625840187073,103.20675730705261
ucs,0,1,0.43056607246398926,0.018099069595336914,0.015603780746459961,0.017339468002319336,0.01599740982055664,0.015414237976074219,0.01544499397277832,0.014970064163208008,0.012058019638061523,0.012443304061889648
ucs,16,1,0.014181375503540039,0.006870269775390625,0.006747722625732422,0.0067119598388671875,0.008413314819335938,0.00662541389465332,0.006567239761352539,0.006612300872802734,0.010097503662109375,0.0073468685150146484
ucs,128,1,0.009520292282104492,0.006798267364501953,0.006720542907714844,0.006551027297973633,0.0066013336181640625,0.006534099578857422,0.00648188591003418,0.006743669509887695,0.008018732070922852,0.0071544647216796875
gm,0,1,0.010344505310058594,0.007991552352905273,0.008458614349365234,0.008434534072875977,0.00819706916809082,0.008133172988891602,0.009064912796020508,0.008731365203857422,0.008971452713012695,0.007083892822265625
gm,16,1,0.010106563568115234,0.007796287536621094,0.00664830207824707,0.006532430648803711,0.00691533088684082,0.006761789321899414,0.006563901901245117,0.006695747375488281,0.008127927780151367,0.006742000579833984
gm,128,1,0.009638547897338867,0.006907224655151367,0.006952047348022461,0.006757974624633789,0.006341695785522461,0.006699562072753906,0.0069162845611572266,0.006808280944824219,0.006399869918823242,0.006424665451049805
ucs,0,2,1.6492974758148193,0.9739508628845215,1.0131793022155762,0.994987964630127,1.0569207668304443,0.9334256649017334,0.9988934993743896,1.0369188785552979,0.9613323211669922,0.9474852085113525
ucs,16,2,0.07235336303710938,0.023318767547607422,0.04205465316772461,0.01790452003479004,0.046770572662353516,0.08347082138061523,0.022022008895874023,0.01969623565673828,0.08538937568664551,0.05155682563781738
ucs,128,2,0.021450042724609375,0.017852783203125,0.017983436584472656,0.020886898040771484,0.017711400985717773,0.04081320762634277,0.019784212112426758,0.017763853073120117,0.020000219345092773,0.017444372177124023
gm,0,2,0.07644128799438477,0.05105900764465332,0.17522430419921875,0.11191749572753906,0.09723758697509766,0.40347838401794434,0.022078514099121094,0.4163525104522705,0.04402971267700195,0.05377459526062012
