gm,16,2,0.05509662628173828,0.017642974853515625,0.024107933044433594,0.017789602279663086,0.03002166748046875,0.04429960250854492,0.017142295837402344,0.017873764038085938,0.04027962684631348,0.030757427215576172
gm,128,2,0.02191758155822754,0.01810908317565918,0.018246889114379883,0.01938009262084961,0.018716096878051758,0.027671337127685547,0.016725540161132812,0.01744365692138672,0.019031763076782227,0.01751708984375
ucs,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
ucs,16,3,0.2552459239959717,0.35888004302978516,0.10455107688903809,0.13445687294006348,0.026180505752563477,0.2441082000732422,0.13211894035339355,0.10332727432250977,0.18836712837219238,0.10611152648925781
ucs,128,3,0.028582096099853516,0.043251752853393555,0.05193352699279785,0.10536694526672363,0.02601003646850586,0.030180692672729492,0.028813838958740234,0.12027883529663086,0.06375312805175781,0.030455827713012695
gm,0,3,0.651376485824585,2.076201915740967,4.580688714981079,0.38084840774536133,0.24538516998291016,0.2574939727783203,0.163590669631958,4.072428464889526,0.3000600337982178,0.17388653755187988
gm,16,3,0.09147906303405762,0.34120631217956543,0.03902173042297363,0.11436724662780762,0.025791168212890625,0.06238198280334473,0.06054210662841797,0.044348955154418945,0.08638167381286621,0.16354918479919434
gm,128,3,0.03110671043395996,0.02624964714050293,0.05447125434875488,0.03881692886352539,0.025825977325439453,0.026675939559936523,0.025499582290649414,0.06706452369689941,0.03396296501159668,0.03484392166137695
ucs,0,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
ucs,16,4,1.545109748840332,0.3681507110595703,1.7990682125091553,0.03660941123962402,-2,-2,11.40532112121582,1.8769772052764893,1.012869119644165,4.403285264968872
ucs,128,4,0.03878903388977051,0.12778162956237793,0.17748713493347168,0.0684816837310791,0.040734052658081055,0.18404674530029297,0.367023229598999,0.04494905471801758,0.03864121437072754,0.07706332206726074
gm,0,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
gm,16,4,21.25784945487976,1.281820297241211,9.25803279876709,0.4068906307220459,2.421320915222168,2.7253975868225098,1.9899144172668457,0.7990851402282715,10.712971687316895,2.8469185829162598
gm,128,4,0.03787517547607422,0.04521012306213379,0.05022120475769043,0.0341033935546875,0.03897404670715332,0.08762383460998535,0.19491934776306152,0.04025840759277344,0.03813433647155762,0.05617523193359375
ucs,0,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
ucs,16,5,5.340993404388428,1.3014209270477295,0.21865320205688477,-2,-2,19.125747203826904,-2,-2,-2,8.962814331054688
ucs,128,5,0.21595048904418945,0.2394556999206543,0.35944414138793945,0.050986289978027344,0.3578510284423828,0.8684296607971191,0.0822458267211914,0.09281682968139648,0.08742022514343262,0.28067898750305176
gm,0,5,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
gm,16,5,20.060431957244873,0.5394124984741211,0.05574512481689453,-2,21.69606852531433,1.7616117000579834,7.496708154678345,-2,5.035437345504761,14.543388605117798
gm,128,5,0.3540637493133545,0.30725932121276855,0.7038648128509521,0.04958510398864746,0.30497312545776367,0.6573514938354492,0.0739586353302002,0.1717541217803955,0.7513761520385742,0.16977834701538086
